	qid	question	timestamp
361	731	Self Assessment UK - Goods and services for your own use	May 9 '14 at 7:10
362	732	Early Retirement Options (UK)	Oct 10 '16 at 12:27
363	733	Online accounting with Stripe/PayPal transactions	Oct 22 '15 at 14:00
364	734	How to handle taxes related to affiliate marketing?	Mar 19 '16 at 13:08
365	735	How does per-annum depreciation for taxes work after the first year of depreciation?	Mar 28 '15 at 18:25
366	736	How to categorize shared income?	May 28 '16 at 21:01
367	738	How prudent would it be to invest (stocks/equity) in businesses that are based on Cash transactions?	Dec 31 '14 at 18:55
368	739	Why buy stock of a company instead of the holding company who has more than 99% of the stocks	Mar 23 at 4:57
369	740	Do I have to pay taxes in the US if my online store sells to US customers even though I don't live in the US?	Jun 28 '13 at 4:47
370	741	Is it possible to block previously authorized ACH access?	Dec 25 '15 at 2:03
371	742	How can a school club collect money using credit cards?	Sep 3 '14 at 6:08
372	743	Advantages of Shareholder over Director in new Company	Sep 29 '16 at 16:06
373	744	What options are available for a home loan with poor credit but a good rental history?	Jun 29 at 19:23
374	745	Can I pay estimated taxes based on last year's taxes if I anticipate more income this year?	Apr 13 at 12:25
375	746	Multi-state K-1 earnings to S-Corp	Sep 1 '16 at 2:51
376	747	Bank statements - should I retain hardcopies for tax or other official purposes (or keep digital scanned copies)?	Apr 13 at 12:25
377	749	Multiple SEO companies claiming I have a past-due invoice	Mar 23 at 22:27
378	750	Paid part of my state refund back last year; now must declare the initial amount as income?	Feb 6 '13 at 19:42
379	751	Self Employed, but not required to pay estimated taxes?	Mar 6 '15 at 2:31
380	752	Are services provided to Google employees taxed as income or in any way?	Jun 12 at 5:23
381	753	Taxes due for hobbyist Group Buy	Oct 18 '15 at 19:37
382	754	LLC Partnership Earned Income vs. Partnership Share	Mar 24 '14 at 22:02
383	755	What significant negative factors affect Yahoo's valuation?	Aug 8 '16 at 15:20
384	757	How do I tell the Canada Revenue Agency that they're sending someone else's documents to my address?	Jul 27 '13 at 15:52
385	758	Advice on what to do with my equity?	Jul 13 '16 at 18:28
386	759	Child is on the way, invest for college and car fund options - opinions	Mar 3 '15 at 22:34
387	760	If I were to get audited, what would I need?	Apr 30 '13 at 14:43
388	761	Getting a mortgage while self-employed	Mar 3 at 2:22
389	762	Tax liability in US for LLC's owned by an Indian Citzen	Jan 21 '15 at 4:29
390	763	What can I expect to pay when meeting my first financial planner?	Jul 29 '13 at 16:16
391	764	How to systematically find sideways stocks?	Mar 31 '15 at 7:02
392	765	Who Can I Hire To Calculate the Value of An Estate?	Jan 12 '14 at 16:56
393	766	Will the ex-homeowner still owe money after a foreclosure?	Jan 26 '16 at 22:11
394	767	Is it ok to just report to 1 credit bureau instead of all 3	Jan 31 '16 at 2:26
395	768	Why do stocks track the price of Oil? 	Feb 23 '16 at 14:22
396	769	(Almost) no credit unions in New York City, why?	Jan 6 '13 at 1:26
397	770	The Intelligent Investor: Northern Pacific Railway example	Aug 8 '16 at 14:37
398	771	Why is a home loan (mortgage) cheaper than gold loan?	Mar 9 at 14:19
399	772	Is human interaction required to open a discount brokerage account?	Apr 17 at 20:13
400	773	Transfering money from NRE account in India to family member	Dec 7 '16 at 3:08
401	776	Can saving/investing 15% of your income starting age 25, likely make you a millionaire?	Sep 9 at 12:42
402	777	Can a Zelle Bank Transfer be reversed or denied after credit has been added?	Nov 5 at 17:11
403	778	Setting up a LLC for two partners in different states, what should we look into?	Apr 24 '15 at 8:35
404	781	What are the procedures or forms for a private loan with the sale of a vehicle?	Jun 18 '13 at 23:41
405	782	What is the point of owning a stock without dividends if it cannot be resold?	May 6 '15 at 19:56
406	783	Does setting up a company for your own improves credibility?	Jan 23 at 14:59
407	784	How to account for startup costs for an LLC from personal money?	Apr 3 at 16:25
408	785	What should I do with my freshly opened LLC in California after I've moved?	Feb 15 at 3:37
409	786	Why don't banks print their own paper money / bank notes? 	Jun 15 '15 at 20:02
410	787	Should I use an NRE or NRO account to transfer money from India to the US? Any reports needed?	Jun 2 at 20:22
411	788	What's the point of a chargeback when they just ask the merchant whether they owe money to the buyer?	Jan 27 at 14:44
412	789	Corporate Equity Draw vs Income	Nov 17 '15 at 14:49
413	790	What happens if a bank no longer use an intermediary bank? 	Jan 19 at 7:48
414	791	How quickly will the funds be available when depositing credit card checks?	Jan 6 '16 at 18:49
415	792	Are credit cards not viewed as credit until you miss one payment?	Jul 14 '16 at 13:30
416	793	Who buys variable annuities?	Nov 10 '10 at 16:58
417	794	Why does AAPL trade at such low multiples?	Aug 12 '16 at 1:07
418	795	Can the Standard Deduction still apply to a Traditional IRA early withdrawal?	Feb 11 at 0:10
419	796	US tax - effectively connected income	Dec 19 '12 at 4:29
420	797	My wife and I are selling a house worth $230k-$260k. Its a rental. Should we use an agent, limited service listing agent, or FSBO?	Jun 12 '16 at 4:49
421	798	Is it cheaper to use car Insurance or pay out of pocket?	Jan 31 at 20:53
422	799	Limited Liability Partnership capital calculation 	Oct 24 at 15:15
423	800	How does a “minimum number of items to be bought” factor into break even analysis? 	Oct 25 at 2:44
424	802	FTB sent refund check for 2011 during audit; Does this really mean that whole audit is over for 2011?	Apr 2 '16 at 21:45
425	803	Where are the non floated Groupon shares	Nov 18 '11 at 13:10
426	804	I just “paid” online with a debit card with no funds. What now?	Sep 27 '16 at 12:08
427	805	Made more than $600. Company does not issue 1099-MISC's. Enter income as general income?	Feb 24 at 21:13
428	806	Trying to understand Return on Capital (Joel Greenblatt's Magic Formula version)	Feb 18 at 11:27
429	807	My employer doesn't provide an electronic pay stub and I need one to get a car loan	Apr 5 at 0:03
430	808	In your 20s how much money should you have and how to properly use & manage it?	Jun 27 '13 at 17:37
431	809	Credit Card Points from Refund	Oct 20 '15 at 20:09
432	810	Can I open a bank account in the US remotely? Will I pay taxes for the money on it?	Aug 9 at 23:38
433	811	What is the name of inverse of synergy? (finance)	Nov 14 '10 at 14:49
434	812	My Boss owes money but I am named on letter from debt collection agency (UK)	Apr 28 '16 at 19:10
435	813	Income Tax and Investments	Jan 25 at 3:25
436	814	Record retention requirements for individuals in the U.S.?	Apr 13 at 12:25
437	815	Are Investment Research websites worth their premiums?	Apr 14 '12 at 18:04
438	816	How do I claim HST compensation on my personal Ontario income taxes?	Feb 20 '15 at 14:44
439	818	Legal requirements to sell design content, artwork and also freelance in India?	Dec 3 '14 at 15:34
440	819	Paying estimated taxes in a quarter with losses	Oct 3 '15 at 1:07
441	820	How do I receive payment from the USA to my current account in India	Sep 13 '14 at 6:06
442	821	Insider trading in another company?	Oct 30 '15 at 19:55
443	822	Is robinhood backed up by an insurance company	Feb 4 '16 at 18:30
444	823	Can a husband and wife who are both members of the same LLC file a joint tax return?	Jan 31 '14 at 20:15
445	825	I am a contractor with revenue below UK's VAT threshold.  Should I register for VAT?	Aug 21 '11 at 18:51
446	826	Was on debt..can I now enter UK on visitor visa	Nov 27 '16 at 11:01
447	827	What securities is Return of Capital applicable to?	Aug 20 '13 at 13:05
448	828	How to save money on currency conversion	May 3 '14 at 17:02
449	829	Buying a house 50/50	Mar 26 '15 at 21:42
450	830	What do I need as documentation in order to pay taxes in the Netherlands?	May 7 at 18:48
451	831	Can you sell a security through a different broker from which it was purchased?	Feb 17 at 14:41
452	832	Investment options for f1 visa students in USA	Oct 17 '15 at 23:44
453	833	Are American Eagle $20 gold coins considered “securities”, requiring dealers to be licensed to sell them as such?	Aug 15 '16 at 3:16
454	834	Why UK bank charges are not taken account when looking on interest for taxation?	May 17 '16 at 17:48
455	835	How are days counted when funding a new account within 10 days	May 23 '12 at 0:38
456	836	How do I evaluate reasonability of home improvement projects?	Aug 27 '16 at 15:04
457	837	Pay Yourself With Credit Card Make Money With Cash Back [duplicate]	Sep 17 at 1:39
458	838	Need your help and suggestion	Oct 9 at 6:29
459	839	Once stock prices are down, where to look for good stock market deals? 	Jun 7 '11 at 1:47
460	840	Corporate Coverdell ESA Tax Liability	Nov 20 at 20:20
461	842	How to Transition From Employee to Employer?	Mar 10 '10 at 15:17
462	844	Where are all those unsold vehicles?	Mar 30 '16 at 20:15
463	845	What are the options for a 19-year-old college student who only has about $1000?	Oct 23 '11 at 6:17
464	847	Won an incentive trip in 2013, left employer in 2014, received an earning statement with no cash but a huge tangible bonus listed	Dec 31 '14 at 5:06
465	849	Accounting for reimbursements that exceed actual expenses	May 4 '15 at 16:56
466	850	What is the contribution limit for a SEP-IRA?	Jun 9 '15 at 19:34
467	851	Who maintains receipt for employee expense reimbursements?	May 12 '12 at 15:52
468	852	Dalbar: How can the average investor lose money?	Nov 20 at 13:39
469	853	What will my taxes be as self employed?	Apr 13 at 12:25
470	854	Where do large corporations store their massive amounts of cash?	Jul 24 '12 at 23:19
471	857	Does renting a room on AirBnB make all interest taxable?	Apr 15 at 0:15
472	858	Is it bad practice to invest in stocks that fluctuate by single points throughout the day?	Sep 1 '15 at 3:37
473	859	Any reason to keep around my account with my old, 'big' bank?	Apr 7 '14 at 14:02
474	860	BoA Closed my Accounts and Froze my Funds. How can I get money back besides cashier's check?	Dec 11 '15 at 13:27
475	861	What are the advantages/disadvantages of a self-directed IRA?	Dec 14 '10 at 18:24
476	864	Why use accounting software like Quickbooks instead of Excel spreadsheets?	Oct 31 '15 at 23:17
477	865	Do shares purchased on FTSE AIM move with company to other markets?	Jun 3 '16 at 7:52
478	866	Contribute to both a SEP IRA and solo Roth 401(k)?	Apr 15 '12 at 21:48
479	867	How to protect myself against unauthorized recurring CC charges?	Feb 27 '15 at 0:23
480	868	Employer no longer withholds, how do I self administer 401k	Sep 21 '11 at 5:53
481	869	How to move (or not move) an LLC from Illinois to New Mexico?	Jun 10 '15 at 15:26
482	870	Helping my family sell their oil stocks. What to buy? 	Aug 24 '15 at 17:15
483	871	Value investing	Jan 14 '16 at 5:21
484	872	Can you deduct hobby expenses up to hobby income in Canada?	Feb 9 '16 at 9:44
485	873	Is it acceptable to receive payment from U.S. in Indian saving bank account via PayPal?	Mar 5 '14 at 10:05
486	874	H&R Block says form 1120 not finalized? IRS won't take it yet?	Jan 19 '14 at 14:47
487	875	Can I locate the name of an account holder by the account number and sort code? (U.K.)	Nov 8 '16 at 18:47
488	876	Opening and funding an IRA in three days - is this feasible?	Apr 13 '14 at 3:00
489	877	How does one's personal credit history affect one's own company's credit rating?	Jun 19 '11 at 18:48
490	878	Simple income and expense report in gnucash	Jan 3 '14 at 2:30
491	879	Capital improvement and depreciation in restaurant LLC	Jan 11 '15 at 22:30
492	881	US Expatriate, do I have to file for an extension, or do I automatically get it, as in without doing anything?	Apr 9 '16 at 21:32
493	882	Does the CRA reprieve those who have to commute for work?	Aug 23 at 20:59
494	883	How do you report S-corporation Shareholder loans / capital contributions?	Feb 24 '15 at 3:38
495	884	Company is late in paying my corporate credit card statement - will it hurt my credit?	Apr 11 '16 at 17:16
496	885	How long do credit cards keep working after you disappear?	Feb 8 at 20:22
497	886	How to declare foreign gift of nearly $10,000	Apr 6 at 13:11
498	887	Should I pay myself a dividend or a salary?	Oct 19 '11 at 13:11
499	888	Capital gains and flow through tax treatment	Dec 13 '14 at 21:49
500	892	Precedent and models for 100% equity available via initial offering?	Nov 21 at 4:31
501	893	Can stock market gains be better protected under an LLC arrangement?	Apr 13 '15 at 15:20
502	894	Owned house for less than 2 years - 1031 exchange?	Apr 27 '15 at 1:29
503	895	California tells me I didn't file documents for an LLC that isn't mine. What do I do?	Aug 16 '16 at 0:37
504	896	How do I handle taxes on a very large “gift” from my employers?	Jul 25 '13 at 4:08
505	898	Online Return Policies	Jun 28 at 10:02
506	899	How can I set up a recurring payment to an individual (avoiding fees)?	May 17 '16 at 18:01
507	900	How can a freelancer get a credit card? (India)	Jul 1 '11 at 14:57
508	901	How to teach personal reconciliation and book balancing	May 26 '13 at 8:28
509	902	Determining the minimum dividend that should be paid from my S corporation	Jun 26 '13 at 5:15
